Episode,Reward,Episode Steps,Average Rollout Steps,Reward Std,,,Alpha,0.06
63,10.14963515,116,118.125,4.045866222,,,,
64,11.64340685,123,118.5,5.214299,,,,
65,9.894476947,111,97.1875,2.731852482,,,,
66,10.5525057,124,114.03125,2.037806497,,,,
67,11.02052916,97,115.09375,1.621476179,,,,
68,11.57803532,148,102.5,2.717299273,,,,
69,13.39138863,161,146.46875,2.293866705,,,,
70,12.81812043,139,213.40625,7.416988596,,,,
71,14.55057226,179,136.53125,4.820237312,,,,
72,11.79809241,177,353.375,14.47954532,,,,
73,11.88506227,156,183.59375,9.435002382,,,,
74,13.0657734,180,136.03125,1.829115477,,,,
75,12.2016192,142,258.0625,24.93992883,,,,
76,12.28843448,130,132.65625,1.881275656,,,,
77,8.425051822,116,137.53125,1.880466411,,,,
78,12.00534951,152,131.5,2.440645684,,,,
79,10.72123696,120,202.8125,16.60249195,,,,
80,10.94803408,112,120.59375,4.754105158,,,,
81,11.82905987,113,113.25,1.8139418,,,,
82,15.19065249,161,121.21875,3.022739912,,,,
83,14.46045369,137,341.8125,25.46541703,,,,
84,17.70746338,194,152.8125,1.955974887,,,,
85,30.90894771,432,365.125,14.17841568,,,,
86,11.45265387,455,524.71875,15.68637864,,,,
87,29.24930769,341,581.59375,17.31402069,,,,
88,15.95234106,153,177.3125,9.173546289,,,,
89,19.95169896,228,287.3125,24.84621246,,,,
90,30.34539142,326,254.21875,14.99786063,,,,
91,48.98875743,562,174.78125,8.056278652,,,,
92,107.9777789,1600,350.6875,24.49446472,,,,
93,29.25981204,486,731.40625,30.07676968,,,,
94,-6.726544754,226,250.8125,10.98320306,,,,
95,17.25705206,561,568.875,21.23644124,,,,
96,-9.110925065,144,606.1875,32.60964143,,,,
97,25.21356412,259,578.59375,36.26841016,,,,
98,-5.482725547,224,582.15625,30.42430424,,,,
99,54.60216267,541,434.96875,24.07105405,,,,
100,-10.17752455,871,512.53125,29.40698699,,,,
101,82.10845659,1600,877.90625,32.44965336,,,,
102,50.44719814,517,999.34375,32.63672231,,,,
103,7.743534135,289,637.375,36.85824564,,,,
104,80.21571796,1211,620,34.22611683,,,,
105,63.64152912,933,821.28125,44.66721549,,,,
106,14.36005434,568,1002.53125,43.05930948,,,,
107,77.73492739,1600,579.21875,26.61361649,,,,
108,88.20202447,1600,1151.65625,34.1385172,,,,
109,86.26740308,1301,1203.46875,36.54681554,,,,
110,69.8502917,1398,1096.03125,33.73879378,,,,
111,106.4006924,1600,1253.53125,38.00267926,,,,
112,26.50531715,542,1049.96875,44.49645598,,,,
113,140.8371673,1600,1157.53125,43.55021327,,,,
114,148.970505,1600,928.3125,45.69229111,,,,
115,89.9856117,1132,876,53.59662741,,,,
116,0.634462838,572,1184.09375,39.50194104,,,,
117,14.69555609,678,946.1875,45.20189894,,,,
118,123.6088348,1600,1247.78125,36.24893747,,,,
119,126.5384846,1600,930.875,48.56622154,,,,
120,63.29686426,782,1253.5625,41.99925186,,,,
121,154.0296426,1600,1069.78125,45.80586376,,,,
122,141.157518,1600,1015.8125,55.89868674,,,,
123,175.7327536,1600,996.625,57.34807047,,,,
124,35.12285381,695,940.625,50.71233933,,,,
125,158.816558,1600,1172.53125,45.20133001,,,,
126,160.6544849,1600,1271.09375,54.11297454,,,,
127,23.65109177,225,1097.09375,57.99585655,,,,
128,51.28501137,780,877.34375,58.69095774,,,,
129,70.5408936,814,1211.84375,48.35093364,,,,
130,111.3398404,1600,1261.09375,40.17675829,,,,
131,82.37789185,827,1475.75,41.71826178,,,,
132,147.022497,1600,854.03125,52.25033325,,,,
133,121.3843472,1600,1254.8125,48.97729433,,,,
134,143.3503145,1600,1170.59375,38.9353773,,,,
135,54.4762597,607,1250.25,44.8063723,,,,
136,125.8657175,1600,1069.9375,41.76927964,,,,
137,128.1190072,1600,1048.9375,42.57894748,,,,
138,143.5345302,1600,1355.3125,38.82135231,,,,
139,142.3379573,1600,1219.0625,49.33514747,,,,
140,141.8019519,1600,1404.78125,32.92238525,,,,
141,128.9097933,1600,1126.84375,46.41267325,,,,
142,116.7378276,1407,1410.8125,43.47083455,,,,
143,172.9923355,1600,1279,46.53589425,,,,
144,35.59192411,820,1117.03125,58.88030053,,,,
145,197.4138548,1600,1442.59375,47.17447119,,,,
146,128.3972557,1600,1107.9375,58.62605203,,,,
147,147.9447423,1600,1255.5625,51.06465582,,,,
148,43.95947048,449,1211.625,43.37624454,,,,
149,133.148654,1600,1313.34375,41.30954696,,,,
150,133.7023244,1600,1246.53125,39.66448527,,,,
151,141.7503318,1600,1362.625,38.0569133,,,,
152,190.6456398,1600,1050.09375,56.85649364,,,,
153,119.2409074,1600,1134.6875,48.93366768,,,,
154,150.4109008,1600,1238.5625,48.80366963,,,,
155,159.7119936,1600,1029.8125,46.1913151,,,,
156,145.2706618,1600,1343.125,39.07015494,,,,
157,165.7953273,1600,1249.46875,48.16868026,,,,
158,112.3206069,1600,1049.375,47.66094709,,,,
159,158.4406364,1600,1528.4375,27.18914938,,,,
160,172.45417,1600,1327.5,47.77911113,,,,
161,109.7619919,1476,1327.59375,45.75706993,,,,
162,55.92878489,569,1335.71875,47.27971385,,,,
163,13.78976755,381,1215.15625,46.290275,,,,
164,164.4345636,1600,1217.53125,57.55150154,,,,
165,62.24516424,766,1228.1875,53.39575902,,,,
166,63.80072828,584,999.09375,63.10442719,,,,
167,160.795553,1600,1052.34375,54.17374311,,,,
168,167.2942877,1600,870.90625,52.39276507,,,,
169,155.2563151,1600,1264.84375,50.39663074,,,,
170,186.2737364,1600,1266,55.86915263,,,,
171,166.3335944,1600,1370.75,49.88867619,,,,
172,201.0857307,1600,1166.78125,73.16606257,,,,
173,157.6622958,1208,1278.6875,69.26973617,,,,
174,201.4937093,1600,1177.6875,61.75397679,,,,
175,196.4764336,1600,1256.375,60.98294171,,,,
176,182.2128835,1299,1459.46875,52.73853979,,,,
177,229.6775273,1600,1446.46875,52.79118039,,,,
178,202.4247984,1600,1396.0625,58.37813899,,,,
179,221.4212296,1600,1399.78125,50.26869681,,,,
180,252.4634765,1600,1465.75,48.53777596,,,,
181,253.1061733,1551,1480.5625,38.09775624,,,,
182,258.7097153,1480,1183.96875,80.8669457,,,,
183,245.3824041,1600,1288.1875,74.31130595,,,,
184,256.3209943,1518,1395.625,63.26596412,,,,
185,231.0348332,1600,1375.96875,53.852097,,,,
186,261.2207461,1484,1547.40625,23.044934,,,,
187,253.5546852,1563,1406.3125,56.60729616,,,,
188,269.0724737,1420,1446.375,54.936881,,,,
189,229.7003482,1600,1200.5625,81.25604909,,,,
190,250.3122234,1600,1419.53125,78.31140846,,,,
191,256.3837571,1600,1289.46875,79.48542146,,,,
192,259.3563873,1600,1483.59375,41.54924875,,,,
193,226.0065141,1600,1503.4375,35.3871008,,,,
194,259.1781291,1586,1551,35.01347534,,,,
195,267.595825,1402,1572.78125,21.94923399,,,,
196,266.4596099,1470,1297.03125,58.9796926,,,,
197,272.4736256,1405,1451.65625,16.59298222,,,,
198,268.6370557,1445,1386,43.48247041,,,,
199,268.9354627,1467,1420.625,48.91355447,,,,
200,275.2685754,1380,1415.625,38.78980431,,,,
201,273.771863,1335,1389.84375,15.42605087,,,,
202,273.5729414,1354,1326.625,37.99601937,,,,
203,270.1609228,1378,1375.4375,9.552406894,,,,
204,275.8881129,1319,1343.0625,30.70010381,,,,
205,277.7304425,1280,1376.625,4.27119047,,,,
206,280.0379552,1281,1216.0625,39.1436035,,,,
207,283.4165613,1172,1339.65625,4.497547105,,,,
208,283.5648879,1210,1155.34375,51.90842019,,,,
209,291.1964707,1065,1298.75,5.071508338,,,,
210,283.8377848,1162,949.84375,79.20194153,,,,
211,281.6730213,1246,1130,37.38632163,,,,
212,294.3652323,1072,1239.78125,4.752603037,,,,
213,282.7325753,1265,846,91.6526449,,,,
214,290.9217445,1258,1249.875,2.761622514,,,,
215,282.5896876,1302,1196.625,41.08231628,,,,
216,294.0265697,1144,1312.75,4.566259541,,,,
217,287.9377481,1215,1081.53125,49.77160193,,,,
218,292.18371,1094,1233.125,31.92309331,,,,
219,288.3452238,1134,1027.875,67.86016003,,,,
220,283.5307971,1268,1206.4375,15.62131485,,,,
221,284.9206601,1265,1247.78125,19.102132,,,,
222,282.4749774,1347,1170.09375,65.58197341,,,,
223,291.8627791,1162,1403.1875,5.99031179,,,,
224,293.7666999,1116,920.75,88.00901145,,,,
225,287.8672667,1161,1069.625,60.32676731,,,,
226,290.6282881,1119,1154.3125,31.78634133,,,,
227,122.3038877,462,1168.53125,4.409162329,,,,
228,293.448397,1069,751.53125,105.7500327,,,,
229,285.941427,1203,1012.9375,59.76585767,,,,
230,286.9720996,1274,1167.0625,42.12233903,,,,
231,297.1375763,1060,1265.1875,2.942100848,,,,
232,290.4418554,1160,1063.46875,41.2586649,,,,
233,293.4717252,1142,1160.875,23.68145593,,,,
234,289.5187866,1221,1120.78125,65.81237061,,,,
235,285.8364692,1308,1232.25,53.48013575,,,,
236,292.5457235,1236,1295.28125,3.288985722,,,,
237,291.4211261,1237,1136.09375,59.61207962,,,,
238,289.0017308,1245,1212.4375,39.33260095,,,,
239,297.3029736,1173,1264.8125,3.961004143,,,,
240,291.5217052,1223,1066.40625,80.65467238,,,,
241,295.3252589,1262,1263.9375,3.435468864,,,,
242,293.4084386,1249,1148.75,70.08980069,,,,
243,288.8693052,1335,1281.53125,16.51841378,,,,
244,294.1729458,1205,1319.53125,8.559862979,,,,
245,302.6976643,1077,1205.875,4.035751312,,,,
246,297.1996761,1132,997.75,73.30488259,,,,
247,294.3970612,1157,1115.78125,37.35870919,,,,
248,300.2358681,1119,1181.8125,2.633963063,,,,
249,299.7332391,1117,1121.09375,17.97587077,,,,
250,305.9335567,959,1129.40625,3.470328293,,,,
251,302.968124,1010,938.09375,61.48064224,,,,
252,302.8873154,958,969.96875,44.09710582,,,,
253,295.8262477,1058,951.46875,52.58517358,,,,
254,294.9193978,1048,1021.0625,31.20358721,,,,
255,300.5422621,1007,1014.78125,54.52178104,,,,
256,302.9893901,970,1028.0625,2.903379557,,,,
257,304.657189,938,931.875,54.01539199,,,,
258,302.1840925,971,935.5,40.12099245,,,,
259,307.6468308,904,988.375,2.607990131,,,,
260,306.3094398,943,866.03125,72.90287138,,,,
261,305.5528077,980,980.84375,2.342866346,,,,
262,303.9752462,1015,875.875,67.10532878,,,,
263,308.4598012,944,1015.34375,2.177416322,,,,
264,305.599963,958,838.46875,89.41520283,,,,
265,309.1822635,925,991.3125,2.548510788,,,,
266,306.9793048,992,927.5625,31.14649004,,,,
267,305.8661158,1010,942.375,63.28299189,,,,
268,304.5744757,1028,998.6875,39.72010954,,,,
269,303.4590227,1028,965.625,47.54745554,,,,
270,299.0961231,1076,1013.28125,49.38412088,,,,
271,308.3416362,943,1054.59375,3.226242491,,,,
272,309.436682,974,970.5,55.71655922,,,,
273,305.9378424,1007,971.34375,30.02254105,,,,
274,309.490175,950,1024.90625,2.172678688,,,,
275,310.8964405,936,907.9375,59.2470556,,,,
276,309.7166978,942,933.875,43.15773371,,,,
277,153.7097289,548,910.3125,49.04649541,,,,
278,306.6450805,964,916.125,57.71095091,,,,
279,305.2926434,990,966.84375,39.81481385,,,,
280,309.3114281,949,1018.4375,2.529012372,,,,
281,306.6684701,984,880,105.9259564,,,,
282,306.3116369,986,918.125,74.22778663,,,,
283,307.9023562,957,891.09375,88.67581862,,,,
284,301.629916,1044,911.6875,71.12632924,,,,
285,305.9991983,993,983.6875,53.14228133,,,,
286,308.8050108,976,1008.84375,29.30767778,,,,
287,310.4559131,938,1020.1875,1.905306594,,,,
288,308.9821835,947,896.8125,80.54671218,,,,
289,307.0567691,954,901.03125,81.26046479,,,,
290,303.0413292,1010,879.53125,89.13287521,,,,
291,307.8955103,1001,936.5,72.99115036,,,,
292,305.5129646,999,988.65625,41.80212152,,,,
293,304.7758581,1013,1011.28125,18.83806262,,,,
294,308.7484423,961,983.875,47.93120574,,,,
295,302.1626708,1026,997.71875,19.36686771,,,,
296,306.2297129,953,950.34375,69.30623324,,,,
297,305.8876853,944,993.5,3.374101402,,,,
298,309.8729985,922,946.8125,83.5128531,,,,
299,306.4179338,969,929.625,45.06575944,,,,
300,308.6592016,952,983.90625,36.96442335,,,,
301,308.4965917,925,991.25,3.084908266,,,,
302,306.8266581,933,912.34375,39.95220452,,,,
303,311.9557285,930,943.75,2.504446649,,,,
304,309.0111467,921,927.40625,41.90726314,,,,
305,306.4775916,945,921.03125,49.09215031,,,,
306,304.0636938,967,898.9375,63.49248549,,,,
307,311.6092386,917,956.15625,2.113656659,,,,
308,310.7789876,919,922.09375,43.54147997,,,,
309,311.1937369,906,966.3125,2.952676969,,,,
310,305.3971892,985,878.84375,87.15093166,,,,
311,307.60433,966,787.53125,129.5636907,,,,
312,309.2411787,934,937.375,51.00658169,,,,
313,309.5946221,953,941.78125,40.51195518,,,,
314,310.9258572,932,967.5625,2.249455479,,,,
315,311.632969,940,943.125,53.60330086,,,,
316,304.441428,1021,950.21875,54.65912548,,,,
317,308.5237107,963,979.5,35.22031205,,,,
318,308.2997979,974,1003.5625,3.079058393,,,,
319,311.1227974,936,995.96875,1.802405555,,,,
320,309.8547414,990,992.09375,2.702108568,,,,
321,311.2265762,976,955.25,66.53910055,,,,
322,309.6432331,972,967.25,54.55170305,,,,
323,309.9887803,974,995.125,5.057924411,,,,
324,308.2081962,984,896.4375,84.08884987,,,,
325,306.5387411,1016,962.125,60.85866096,,,,
326,307.0319186,1005,989.65625,53.98345278,,,,
327,308.5289846,967,997.28125,36.42592419,,,,
328,306.4579734,996,976.4375,46.90533231,,,,
329,306.1839457,988,1003.03125,41.38703749,,,,
330,303.059484,1032,969.1875,70.50740819,,,,
331,303.4166337,1038,1007.71875,62.5344324,,,,
332,302.2778474,1059,1037.46875,53.58044592,,,,
333,307.7295953,1065,1075.625,2.132592083,,,,
334,312.0197801,1062,1077.03125,2.526385957,,,,
335,310.8371778,1059,904.8125,114.6237085,,,,
336,308.1407705,1089,1068.40625,67.72294617,,,,
337,306.1939237,1123,1047.59375,68.99029562,,,,
338,309.8748744,1047,1132.8125,2.246008337,,,,
339,312.0595214,1011,984.46875,79.87488088,,,,
340,307.0441871,1043,996.09375,80.5685063,,,,
341,308.4139047,1046,1048.5,24.20160269,,,,
342,88.40337627,391,1034.3125,54.6363631,,,,
343,309.2325805,1058,998.0625,81.96294444,,,,
344,308.4283837,1072,1031.9375,70.36478202,,,,
345,305.3999095,1133,1086.75,50.40878683,,,,
346,305.990175,1135,1117.78125,44.22191254,,,,
347,309.4036191,1035,1189.71875,3.77609169,,,,
348,307.7739865,1096,1049.78125,49.18695405,,,,
349,306.3622174,1125,1058.9375,83.44406323,,,,
350,305.6429724,1113,1162.6875,5.476034857,,,,
351,306.979098,1078,1104.5,40.44859023,,,,
352,306.4044145,1094,1066.5625,80.93797998,,,,
353,308.0337803,1069,1142.71875,8.751358444,,,,
354,309.1535405,1034,1081.25,2.117902259,,,,
355,309.3378691,1032,1005.28125,52.75712283,,,,
356,308.1771063,1008,896.3125,92.74817423,,,,
357,306.208885,1054,1015.1875,28.87636302,,,,
358,303.915883,1074,1021.09375,63.45722101,,,,
359,308.176466,1041,1070.9375,2.339853222,,,,
360,307.3750776,1063,1065.03125,5.179654024,,,,
361,307.0888105,1037,1033.25,50.37710781,,,,
362,306.0875148,1038,1040.15625,25.27828167,,,,
363,306.9423753,1013,1046.25,20.23712659,,,,
364,304.6338276,1044,1066.21875,23.77314357,,,,
365,306.2881265,1025,1067.03125,21.94974331,,,,
366,302.4486692,1003,1016.375,62.9051528,,,,
367,302.420687,1009,976.9375,51.24599189,,,,
368,305.8482629,1002,1030.84375,2.004696701,,,,
369,307.5170224,1012,1023.4375,1.48218589,,,,
370,310.1724678,978,1017.9375,30.33200168,,,,
371,307.9438878,1008,1021.34375,1.042801078,,,,
372,309.9647717,974,1016.34375,1.488315106,,,,
373,310.1162623,984,968.1875,47.75736578,,,,
374,308.8961794,993,980.8125,40.9866114,,,,
375,309.2198159,984,1017.4375,1.271957385,,,,
376,307.9636584,995,1007,1.803318384,,,,
377,309.0938663,976,972.96875,39.84139715,,,,
378,309.3740584,992,992.9375,27.80560674,,,,
379,308.1759586,1013,966.1875,58.2696789,,,,
380,309.4055887,1011,1026.21875,39.02857783,,,,
381,308.5343524,978,1043,1.405436861,,,,
382,310.8737839,959,997.375,1.116194509,,,,
383,312.6994602,943,984.28125,1.6051316,,,,
384,311.409425,980,992.59375,19.08794032,,,,
385,310.7450329,976,1017.9375,1.425968789,,,,
386,312.7289646,955,1006.34375,1.663002747,,,,
387,312.9636767,967,992.15625,1.839207264,,,,
388,309.3467099,1026,932.5625,77.9557405,,,,
389,305.7661025,1060,942.3125,92.60529473,,,,
390,306.1187264,1036,1038.15625,52.62511957,,,,
391,305.1898594,1050,1045.8125,14.91903072,,,,
392,301.6468892,1076,1002.5,76.88908575,,,,
393,304.221278,1036,1039.75,20.80611262,,,,
394,47.87189949,461,1041.5625,2.728356465,,,,
395,309.7250556,973,1054.5,21.88937868,,,,
396,309.5174219,1023,960.25,75.56812427,,,,
397,304.8373441,1056,1037.03125,35.02655278,,,,
398,308.1962039,1021,1028.0625,1.747926986,,,,
399,307.4742861,1015,976.375,43.68003729,,,,
400,310.1326209,979,992.625,53.63733085,,,,
401,308.095962,1013,990.5625,54.02980392,,,,
402,307.0209908,998,937.75,91.79604567,,,,
403,305.791685,1012,956.21875,73.80559635,,,,
404,307.5732651,1024,1014.25,1.826264167,,,,
405,309.342077,982,1036.625,1.578746111,,,,
406,310.1755306,997,1000.59375,39.29652086,,,,
407,310.0552755,1012,1007.9375,52.04324166,,,,
408,309.7495294,989,986.84375,79.3041384,,,,
409,307.5817831,1014,1007.3125,51.62729078,,,,
410,298.2046836,1194,1023.40625,96.3747401,,,,
411,306.4767918,995,1108.40625,88.91244976,,,,
412,299.8521495,1084,976.34375,55.76572549,,,,
413,304.2316017,1072,1012.53125,35.64795617,,,,
414,306.8028756,1006,1000.6875,74.0051664,,,,
415,308.7705063,990,1032.21875,4.015001892,,,,
416,307.4600602,999,994.59375,37.39013663,,,,
417,308.3032821,1004,1046.75,3.051085367,,,,
418,305.395376,1038,1030.875,1.754484893,,,,
419,307.7255108,1015,1007.40625,61.78628561,,,,
420,308.1043689,1009,1066.6875,4.52412209,,,,
421,308.310172,990,1030.8125,24.08199256,,,,
422,305.13944,1015,1042.84375,2.690712922,,,,
423,300.7796667,1071,1005.1875,14.59691677,,,,
424,304.3544898,1026,1001.25,57.27105735,,,,
425,303.8225718,992,974.5625,89.2239442,,,,
426,306.5409898,968,1029.03125,40.20556614,,,,
427,306.377318,998,1009.71875,11.28521232,,,,
428,305.0946481,1014,985.25,54.28755665,,,,
429,305.9477053,982,1013.625,60.45352571,,,,
430,302.8250804,1052,1011.84375,2.776829585,,,,
431,307.0515261,964,954.21875,49.32718248,,,,
432,306.0341016,979,943.25,62.62709133,,,,
433,304.9232115,956,993.4375,15.89306906,,,,
434,304.3554251,966,951.21875,53.85983952,,,,
435,305.3364587,951,985.84375,1.64360748,,,,
436,304.9435324,983,967.59375,31.81992679,,,,
437,303.721786,988,946.5625,63.45848353,,,,
438,305.8676506,977,1001.8125,2.032437675,,,,
439,306.9049013,992,995.53125,1.524252055,,,,
440,304.4637687,1021,924.5625,89.49728358,,,,
441,305.4699167,1006,1025.03125,29.03635132,,,,
442,304.4653352,1056,1012.46875,53.67830504,,,,
443,304.0936043,1017,997.8125,74.21235018,,,,
444,298.1514124,1122,1014.90625,42.16163857,,,,
445,304.502338,1057,1018.46875,65.41974625,,,,
446,300.567821,1058,1073.375,37.42979399,,,,
447,300.2520265,1077,1102.09375,61.51207153,,,,
448,305.3023119,1028,1084.15625,3.093598962,,,,
449,303.4751866,1037,1024.28125,58.73669386,,,,
450,295.323043,1156,1019.21875,48.0705188,,,,
451,303.6554985,1003,1015.53125,38.47686342,,,,
452,297.4988524,1101,1010.84375,40.83880513,,,,
453,306.2597773,1013,1059.125,2.286860589,,,,
454,304.2974936,1018,1024.96875,41.64462853,,,,
455,301.3450196,1080,1075.1875,10.05906582,,,,
456,301.8598554,1043,1048,45.20775944,,,,
457,303.3564244,1030,1028.1875,51.50539254,,,,
458,304.1007411,1025,1053.34375,2.136664884,,,,
459,304.2264546,1017,1012.125,25.88880867,,,,
460,303.2160378,1044,1039.25,2.801190694,,,,
461,302.5824597,1082,1001.3125,62.57058739,,,,
462,306.3885895,1000,1025.3125,78.81373981,,,,
463,301.6121346,1059,995.15625,53.4974571,,,,
464,303.7904683,1025,980.53125,66.48588698,,,,
465,304.7176859,1012,1042.625,6.76784117,,,,
466,305.9803979,982,1038.3125,1.674218335,,,,
467,307.2104805,1012,1034.59375,1.832574843,,,,
468,301.6399228,1073,983.53125,75.82758495,,,,
469,301.8305076,1050,1022.125,51.31208638,,,,
470,307.1053309,990,1061.34375,2.440583261,,,,
471,302.829399,1017,1022.9375,8.800912335,,,,
472,304.9938038,997,1021.34375,31.65824879,,,,
473,301.6175238,1029,1044.5625,62.42679367,,,,
474,305.3105126,1020,1030.75,2.104984688,,,,
475,307.5365361,991,1051.03125,2.942758418,,,,
476,304.6961144,1040,1015.5,60.14799427,,,,
477,296.7033602,1169,1125.84375,76.31364193,,,,
478,301.1565349,1102,1054.78125,59.60177613,,,,
479,302.1449636,1052,1114.03125,3.970402202,,,,
480,208.2723939,761,1076.5625,1.89895018,,,,
481,307.1502405,1027,1000.875,86.87622831,,,,
482,305.4572956,1043,1060.09375,66.61973451,,,,
483,307.5119769,1029,1066.6875,1.96900683,,,,
484,301.9779179,1055,1071,79.89957284,,,,
485,302.0585557,1043,997.46875,58.05962871,,,,
486,308.3638564,1025,1040.34375,2.381457435,,,,
487,146.7681859,548,983.53125,68.30725965,,,,
488,306.6597078,1018,968.4375,84.29694291,,,,
489,304.8088688,1058,1043.40625,21.1988124,,,,
490,303.557624,1027,1044.3125,39.37182505,,,,
491,305.3867716,1004,1026.84375,51.73686276,,,,
492,303.1516725,1027,1012.03125,44.01872997,,,,
493,301.9321634,1042,1003.28125,56.07537229,,,,
494,304.3993921,1022,1064.21875,2.45367063,,,,
495,306.3749755,994,978.21875,62.75637443,,,,
496,306.8851033,996,1050.1875,2.082142991,,,,
497,307.338488,995,1023.8125,46.24015536,,,,
498,306.3640506,1014,969.875,59.56154445,,,,
499,306.0411786,984,1000.09375,26.2836095,,,,
500,307.4765581,1004,1006.34375,1.5902853,,,,
501,306.4107879,1026,934.28125,61.35992152,,,,
502,307.3001645,982,988.4375,36.24603284,,,,
503,306.7562106,979,990.375,21.13800759,,,,
504,305.9049813,980,955.34375,50.66092118,,,,
505,306.9418533,959,979.3125,26.57812084,,,,
506,307.2081557,939,967.1875,40.04804425,,,,
507,148.4727337,507,970.9375,11.97720062,,,,
508,306.1413785,992,976.96875,1.137878448,,,,
509,305.6087616,990,922.46875,58.83343396,,,,
510,306.855335,980,965.40625,44.37355633,,,,
511,304.3258861,987,902.78125,72.95132644,,,,
512,303.6247962,981,991.28125,17.8136899,,,,
513,301.9934646,1002,945.65625,56.18454867,,,,
514,305.0689826,970,1025.4375,2.221951783,,,,
515,303.8202041,989,972.03125,22.4634048,,,,
516,305.2120845,957,929,59.93452139,,,,
517,303.7524793,978,946.71875,41.59434156,,,,
518,303.9359467,970,930.4375,59.34874762,,,,
519,306.1867756,992,995.03125,3.817658171,,,,
520,306.0044616,978,985.8125,16.14031033,,,,
521,304.0893503,993,926,67.07590557,,,,
522,304.6784812,979,982.5625,20.45611328,,,,
523,303.0481349,997,962.75,49.47703149,,,,
524,302.8295532,989,986.53125,25.20070973,,,,
525,304.0727244,999,950.84375,57.02316391,,,,
526,302.3945509,998,991.3125,32.8972096,,,,
527,306.0056921,991,1022,1.356739122,,,,
528,301.4906341,1024,871.84375,91.30983072,,,,
529,301.8236737,1053,860.34375,109.1327937,,,,
530,299.7236725,1070,997.3125,64.68508888,,,,
531,301.3925053,1044,1086.5,2.150071622,,,,
532,306.1520475,979,1054.28125,2.073287161,,,,
533,306.4512026,994,954.125,53.22265517,,,,
534,303.5942592,1046,981.34375,59.63135265,,,,
535,301.7924048,1031,989.375,56.73951016,,,,
536,305.2189645,989,1043.90625,1.5766506,,,,
537,305.753245,1008,1014.03125,1.351820394,,,,
538,300.9171643,1067,1006.34375,30.15127006,,,,
539,302.8722668,1007,1036.40625,12.15720459,,,,
540,305.2076175,1006,1037.09375,2.587237706,,,,
541,303.0990871,1029,1007.75,43.79846528,,,,
542,306.2552071,1005,1019.875,1.692385481,,,,
