6864.487908840179, 0.06, 0.0, 0.0, 0.0
1.0, 3.7424981802161064, 77.0, 751.71875, 10.48763213497151
2.0, 3.319911918924195, 85.0, 337.90625, 10.110812229451561
3.0, 4.602311184729156, 95.0, 280.625, 7.107389960799593
4.0, 4.391071072587408, 97.0, 185.96875, 6.515871766615037
5.0, -14.059787127420085, 62.0, 298.1875, 14.564045926147744
6.0, -4.0616752175440425, 59.0, 135.15625, 9.203241694882905
7.0, 2.803227947155047, 91.0, 124.53125, 6.587252680968323
8.0, -1.3760685161357809, 58.0, 74.84375, 5.069727679686156
9.0, 3.7389455009133483, 107.0, 79.28125, 5.4919079811344815
10.0, 0.7679769623366568, 85.0, 419.96875, 15.591748651584334
11.0, 1.4389042762376993, 101.0, 134.1875, 10.396415002218667
12.0, 1.8189079770375658, 99.0, 225.71875, 7.608765142842532
13.0, 2.24720278656818, 69.0, 76.6875, 1.8344547976054517
14.0, 2.875859391635179, 67.0, 80.46875, 1.4302461405925013
15.0, 3.2700721709340588, 78.0, 411.0625, 14.036465186312206
16.0, -3.3104777967763774, 63.0, 325.3125, 13.199554945863458
17.0, 4.367328076308382, 79.0, 73.125, 4.133794626811895
18.0, -54.64429408257754, 1600.0, 81.84375, 4.46707616111231
19.0, 2.833225491737873, 79.0, 118.09375, 4.366767257561744
20.0, -6.081119331520514, 56.0, 76.5, 4.729816148350359
21.0, 0.37399781342554017, 79.0, 75.28125, 1.3166966786001153
22.0, 1.6107707189088263, 71.0, 85.6875, 1.2735444201653106
23.0, 0.9576207807654329, 71.0, 77.0, 3.831071637073391
24.0, -0.4204423348524726, 52.0, 71.28125, 4.3418225817553475
25.0, 2.7880784048634863, 127.0, 64.78125, 1.1121054986832035
26.0, 0.32440133657352765, 65.0, 248.21875, 10.77757785676134
27.0, 1.5017347504666838, 130.0, 73.84375, 0.793051636821414
28.0, 0.8382657626592243, 63.0, 391.0, 13.845180922186087
29.0, -14.755690814673363, 149.0, 71.0625, 0.9229608026987046
30.0, 3.091752200448579, 105.0, 305.59375, 16.53859260125647
31.0, 1.7362220676757696, 81.0, 110.59375, 9.050781155645534
32.0, 0.5179416589263697, 58.0, 151.3125, 10.754012725934414
33.0, 0.2439292636931054, 66.0, 90.53125, 7.12869386521152
34.0, 0.7915288321174623, 99.0, 101.25, 9.622181757415028
35.0, 1.1765565798096702, 61.0, 86.53125, 0.860268239262664
36.0, -0.835013074213274, 78.0, 101.625, 8.187166868222484
37.0, -0.13395468726969373, 96.0, 84.15625, 4.030983382992522
38.0, 0.49971106578298485, 103.0, 83.28125, 5.5147127896663735
39.0, -1.5161155565958633, 59.0, 89.375, 6.539745196046292
40.0, 4.015186448712896, 77.0, 94.90625, 1.146345977400311
41.0, 3.465751936622868, 113.0, 91.09375, 4.755833467454272
42.0, 3.5399430372790546, 100.0, 103.6875, 4.655285872403067
43.0, 5.213313216220398, 115.0, 84.59375, 3.7042862488975374
44.0, 6.937494916795122, 112.0, 108.6875, 2.1523536262076726
45.0, 7.902613055655978, 99.0, 165.875, 7.448715797560581
46.0, 8.424971131396067, 113.0, 105.75, 1.8415931059161639
47.0, 9.606890028010518, 123.0, 155.65625, 11.234270626727799
48.0, 7.164493034101302, 93.0, 128.75, 2.0580749615819363
49.0, 17.707717776116123, 273.0, 288.96875, 14.534984095944752
50.0, 10.303797849732433, 122.0, 394.1875, 19.713596518795647
51.0, 9.859602786586773, 116.0, 137.0625, 6.38530933278939
52.0, 12.774463364906353, 136.0, 144.96875, 6.913248130086355
53.0, 9.327738704536182, 110.0, 175.0625, 9.505989421665577
54.0, 12.055594536914954, 171.0, 128.125, 2.871997845043715
55.0, 10.840750179676615, 158.0, 317.6875, 17.528207057404956
