Episode,Reward,Episode Steps,Average Rollout Steps,Reward Std,,,Alpha,0.02
88,5.474377629,93,93.71875,1.864048745,,,,
89,5.965359371,95,90.75,3.097408471,,,,
90,5.901835154,100,103.8125,6.496324366,,,,
91,5.2213707,91,89.1875,5.01186385,,,,
92,5.969401148,97,91.75,1.440430876,,,,
93,6.347022307,99,140.9375,7.473322264,,,,
94,6.27840457,102,88.78125,1.082719993,,,,
95,6.342561796,100,97.875,5.954851063,,,,
96,6.35936189,112,98.5,4.862797458,,,,
97,5.932694966,101,99.46875,6.706706251,,,,
98,5.952500582,100,96.8125,3.54542643,,,,
99,6.298750348,104,95.75,0.682837614,,,,
100,6.166947285,106,239.0625,10.22181224,,,,
101,6.153009781,102,98.5625,4.471689091,,,,
102,6.01086102,99,93.90625,4.656268419,,,,
103,5.400533902,88,133.625,4.577461776,,,,
104,5.903263152,96,86.5625,0.786742986,,,,
105,5.809095291,90,139.34375,6.583512664,,,,
106,5.644346729,87,140.03125,4.515809448,,,,
107,5.174079187,80,227.78125,7.777916391,,,,
108,5.769375482,98,88.375,0.947824771,,,,
109,5.942775983,97,100.53125,3.709076825,,,,
110,6.085077245,96,139.1875,10.22623075,,,,
111,6.014870033,96,93.8125,3.67092204,,,,
112,6.055498706,97,140.4375,5.766167358,,,,
113,6.016230322,108,90.96875,3.506712692,,,,
114,5.415011701,95,96.09375,6.533052815,,,,
115,5.462368195,92,99.71875,3.489270288,,,,
116,6.188822907,107,102.6875,1.087381148,,,,
117,4.981369695,88,105.84375,8.031881121,,,,
118,5.686683915,96,89.625,4.366041191,,,,
119,5.859911876,96,94.5625,3.870105497,,,,
120,5.707496905,89,239.625,12.83684817,,,,
121,6.03674489,94,90.8125,0.741362083,,,,
122,5.89974549,92,144.65625,5.96159299,,,,
123,5.592316285,95,141.6875,8.034051833,,,,
124,6.023702416,106,90.59375,0.86451734,,,,
125,5.903274528,99,197.46875,9.442770115,,,,
126,6.267269976,107,122.15625,9.074091128,,,,
127,5.668054132,102,144.9375,8.26777317,,,,
128,5.467987679,92,149.59375,8.303563521,,,,
129,5.957751684,101,98.59375,0.645852634,,,,
130,5.89171172,101,194.65625,10.4038528,,,,
131,5.937656819,100,95.625,1.080622433,,,,
132,6.138960528,100,143.78125,3.755548245,,,,
133,6.045022934,99,105.21875,4.512359576,,,,
134,6.051721343,100,100.78125,0.795345068,,,,
135,6.095982657,103,98.03125,7.068690654,,,,
136,5.826877085,95,99.71875,4.824619285,,,,
137,5.68181831,98,98.375,3.401930133,,,,
138,5.921905338,97,145.875,5.611330767,,,,
139,5.947206125,93,145.53125,7.070418303,,,,
140,6.036066741,101,150.0625,7.819754121,,,,
141,5.973385421,101,150.875,3.368376303,,,,
142,5.850782379,95,194.6875,6.5481652,,,,
143,6.08983212,98,98.65625,1.260162467,,,,
144,6.103750716,99,101.71875,5.023620419,,,,
145,5.984666751,98,144.78125,6.014368247,,,,
146,5.839970576,95,98.4375,3.785918717,,,,
147,5.134328091,87,236.40625,12.89213556,,,,
148,6.186458709,90,95.0625,0.828779828,,,,
149,6.80555712,114,95.78125,0.945206346,,,,
150,6.252318592,98,101.875,5.88333594,,,,
151,6.00041125,95,96.3125,4.759704308,,,,
152,5.956217842,89,95.375,1.312445791,,,,
153,6.202087632,88,143.5,5.357587633,,,,
154,5.993098448,91,97.84375,4.883156059,,,,
155,5.697391326,87,193.875,9.570628897,,,,
156,6.284260113,101,98.90625,3.244846196,,,,
157,5.71602271,83,144.96875,3.834147274,,,,
158,5.940353942,88,142.4375,8.39687523,,,,
159,5.889287629,90,101.3125,5.178123002,,,,
160,6.093877801,97,98.53125,3.682366255,,,,
161,5.423316899,86,140.25,8.998806615,,,,
162,6.817002177,107,94.8125,0.68926267,,,,
163,6.737337611,117,155.09375,7.646995999,,,,
164,6.422592488,107,107.125,5.937657784,,,,
165,6.459198868,105,99.75,3.448548672,,,,
166,6.138946556,96,95.34375,5.498470933,,,,
167,6.1433134,92,143.40625,6.046277898,,,,
168,6.081312469,87,95.78125,0.605607338,,,,
169,6.380625456,104,142.90625,8.877666296,,,,
170,6.134282318,96,143.0625,7.112355613,,,,
171,6.275896489,98,94.46875,0.680353233,,,,
172,5.854680046,97,106.8125,7.561360804,,,,
173,6.438486145,108,102.28125,0.602922168,,,,
174,6.361028928,102,101.46875,3.704226559,,,,
175,5.778532496,99,98.875,4.832066168,,,,
176,5.820510574,94,99.21875,3.571094384,,,,
177,5.884560426,95,98.125,4.683552392,,,,
178,6.227112649,99,97.1875,4.704166569,,,,
179,6.218349082,110,100.1875,3.416031092,,,,
180,5.983147639,96,140.3125,8.693790051,,,,
181,5.685259436,92,143.96875,9.261067391,,,,
182,6.108796787,99,91.59375,0.646004912,,,,
183,5.760417184,90,149.625,9.614542275,,,,
184,5.525533033,88,99.1875,4.774340525,,,,
185,5.763380213,93,89.59375,0.597468207,,,,
186,5.682073295,96,143.34375,11.13520844,,,,
187,5.939925341,96,94.3125,0.55969421,,,,
188,5.890040324,98,148.875,9.154617875,,,,
189,5.855170174,96,141.65625,7.745616343,,,,
190,5.830975293,94,95.71875,0.827988478,,,,
191,5.802634394,92,92.40625,3.432536839,,,,
192,5.553488043,86,186.28125,7.293210907,,,,
193,5.811586858,93,85.71875,0.568481785,,,,
194,5.893022352,93,91.65625,0.633555651,,,,
195,5.738280446,94,93.8125,0.549822356,,,,
196,6.292352458,99,148.84375,6.764780648,,,,
197,6.262170283,104,99.65625,0.499700607,,,,
198,6.308063799,109,105.125,0.655299319,,,,
199,6.348856636,104,108.78125,5.589246099,,,,
200,6.172156974,101,148.375,9.350649915,,,,
201,6.070709013,100,198.4375,7.385912343,,,,
202,6.057287735,98,149.6875,6.64863714,,,,
203,5.929104873,97,192.875,5.994211924,,,,
204,6.452734893,108,103.625,0.420406681,,,,
205,6.485542367,102,100.15625,3.465955235,,,,
206,6.106052165,98,99.375,4.706817956,,,,
207,6.024628922,93,150.5,4.858003074,,,,
208,6.270730498,99,146.9375,7.248183136,,,,
209,6.243735172,97,142.71875,4.08428362,,,,
210,6.20925678,98,96.90625,3.152428952,,,,
211,5.87316851,94,97.09375,5.776226245,,,,
212,5.668739461,91,238.40625,10.46109547,,,,
213,5.402010304,89,95.75,4.94740651,,,,
214,5.426492432,93,99.59375,3.411066669,,,,
215,5.43125421,89,234.5625,9.301562964,,,,
216,5.149296857,80,138.40625,5.664902598,,,,
217,5.598932307,91,88.875,0.83028488,,,,
218,5.263548326,89,92.65625,3.49603659,,,,
219,5.473009404,86,92.65625,3.632480705,,,,
220,6.26698466,99,90.25,0.620624427,,,,
221,5.963438305,93,149.0625,9.671644244,,,,
222,5.653868967,87,143.375,7.258529363,,,,
223,5.588133797,89,95.75,5.070684566,,,,
224,6.205030847,98,89.8125,1.160244096,,,,
225,6.088625949,100,143.40625,7.105971786,,,,
226,6.049798833,100,99.84375,0.688072652,,,,
227,5.381447916,91,102.53125,3.545746339,,,,
228,5.567104062,86,143.53125,4.750383303,,,,
229,5.434435862,89,92.6875,3.648872446,,,,
230,5.524456593,93,96.21875,0.685506162,,,,
231,5.505657837,98,103.59375,4.578938977,,,,
232,5.344726707,94,246.28125,7.112228913,,,,
233,5.181386263,91,93.09375,4.553768604,,,,
234,4.828693058,79,99.65625,4.875112817,,,,
235,5.222582946,91,141.8125,9.236660404,,,,
236,5.093088973,84,102.90625,6.727771097,,,,
237,5.173866551,86,90.71875,0.636414384,,,,
238,5.36912311,89,238.0625,13.19751046,,,,
239,5.409543046,90,140.78125,6.693865667,,,,
240,5.564431841,91,147.84375,6.707848019,,,,
241,6.098235108,99,98.09375,1.487896684,,,,
242,5.695786005,91,96.53125,3.091706609,,,,
243,5.884934112,99,100.375,3.540487577,,,,
244,5.452973969,93,142.90625,6.190764866,,,,
245,6.141768237,101,95.09375,0.49631748,,,,
246,6.044231362,94,99,3.309421691,,,,
247,6.057130742,94,97.03125,0.829895575,,,,
248,6.088732698,93,95.1875,1.095280023,,,,
249,6.370225552,99,96.3125,4.707943136,,,,
250,5.937276142,93,92.375,3.389082893,,,,
251,5.62856962,90,90.03125,3.595466991,,,,
252,5.388687553,90,140.625,4.887524932,,,,
253,5.096572472,82,91.25,3.348485336,,,,
254,6.154499856,95,87.15625,0.781032015,,,,
255,5.969877723,97,91.25,0.49939268,,,,
256,5.609577692,92,97,5.211655175,,,,
257,6.205331795,103,93.625,0.504299928,,,,
258,6.203796742,103,196.71875,10.39131064,,,,
259,6.228878713,95,98.21875,3.251604533,,,,
260,6.383915523,102,99.78125,0.545850466,,,,
261,6.143158903,105,98.4375,3.940606095,,,,
262,5.96815929,104,147.71875,6.09032859,,,,
263,6.467107817,102,100.9375,0.569762682,,,,
264,6.105790692,108,102.1875,3.169909036,,,,
265,6.010914798,98,102.53125,5.70431495,,,,
266,6.174563083,97,100,4.802747951,,,,
267,5.637757508,90,102.15625,5.924574913,,,,
268,5.899121777,94,95.40625,0.523265519,,,,
269,6.246970566,96,100.625,3.552732168,,,,
270,6.219547965,102,95.40625,0.663363281,,,,
271,6.248011835,100,106.21875,3.980375818,,,,
272,6.168568568,102,101.875,4.470472936,,,,
273,5.78261999,91,145.34375,7.950408962,,,,
274,6.011006703,98,93.34375,0.481613463,,,,
275,6.059255478,99,101,3.546414017,,,,
276,6.242407749,104,103.125,0.449993958,,,,
277,6.029736506,105,146.25,4.176283372,,,,
278,6.091131379,107,99.53125,3.985440886,,,,
279,5.839447981,101,150,4.196409777,,,,
280,5.969164114,97,100.71875,4.746798225,,,,
281,6.177768988,96,95.96875,2.859348529,,,,
282,5.800562607,91,96.34375,3.44703666,,,,
283,5.94112832,101,94.90625,0.618943844,,,,
284,6.107169809,104,101.625,0.590332306,,,,
285,6.000877677,105,102.5625,0.514281701,,,,
286,6.327413411,105,105.96875,3.451678051,,,,
287,5.953324151,102,201.9375,8.267862745,,,,
288,5.88304778,94,149.9375,5.995044883,,,,
289,6.058007838,101,101.5,4.859820757,,,,
290,6.014360024,101,100.15625,4.432856643,,,,
291,5.432401198,85,98.125,3.84947599,,,,
292,5.960339185,95,141.46875,6.999031714,,,,
293,5.816277731,97,97.375,0.544682811,,,,
294,5.759822586,92,98.46875,4.83132061,,,,
295,5.900005393,100,93.8125,0.756671065,,,,
296,5.874912701,92,95.875,4.23776406,,,,
297,5.991453032,96,93.1875,0.865477807,,,,
298,5.881649415,97,97.0625,0.670151107,,,,
299,6.124595146,96,152.59375,2.85583937,,,,
300,5.476110349,90,99.28125,0.724513812,,,,
301,6.102280922,94,93.875,0.623856159,,,,
302,6.004581648,97,96.09375,3.446223811,,,,
303,5.9364148,95,141.75,3.900558452,,,,
304,6.325465785,97,93.53125,3.897590928,,,,
305,5.486059901,91,94.46875,3.598070482,,,,
306,5.934870244,99,93.8125,0.711893375,,,,
307,5.953423563,99,95.21875,0.521787419,,,,
308,5.7334483,95,102.40625,3.1013013,,,,
309,5.917272509,97,98.34375,3.28758555,,,,
310,5.426584458,93,98.375,4.805303466,,,,
311,5.471812376,91,93.15625,5.472573127,,,,
312,5.726038997,94,91.53125,0.667177507,,,,
313,5.478952893,102,97.40625,0.402635554,,,,
314,5.872642755,96,102.40625,4.512288294,,,,
315,5.659899101,91,111.9375,5.781517115,,,,
316,5.875404757,93,99.53125,0.407822494,,,,
317,5.693120058,105,98.5625,1.023335422,,,,
318,5.899997093,94,99.53125,3.908559691,,,,
319,6.147115235,106,100.28125,0.643146219,,,,
320,6.050538253,102,149.9375,6.789411706,,,,
321,5.642614017,97,102.0625,3.365846419,,,,
322,5.508182115,94,195.4375,11.06883172,,,,
323,6.080216952,109,97.03125,0.444532353,,,,
324,5.972878264,99,107.59375,6.027659585,,,,
325,6.21066217,100,98.65625,3.823488128,,,,
326,6.012534067,108,105.21875,0.666897253,,,,
327,6.283313478,101,104.46875,0.531219556,,,,
328,6.13861037,112,102,0.48715627,,,,
329,5.897346462,106,200.40625,9.899579882,,,,
330,6.081657671,100,153.28125,8.03621869,,,,
331,5.791697043,91,107.34375,5.509329751,,,,
332,5.927547586,97,97.96875,0.628109856,,,,
333,6.095760809,95,105.09375,5.940974559,,,,
334,6.258899629,108,98.3125,0.549105121,,,,
335,6.208804003,103,105.59375,3.449324772,,,,
336,6.154086519,99,100.84375,4.692377135,,,,
337,6.447639885,104,158.84375,5.818535687,,,,
338,6.518937527,112,107.625,0.558866811,,,,
339,6.55241103,99,103.46875,6.492179326,,,,
340,6.567993267,103,97.3125,0.604940496,,,,
341,5.934822538,98,100.5625,3.872998423,,,,
342,6.039248429,95,100.125,2.968396189,,,,
343,5.85529036,93,143.84375,6.775657611,,,,
344,6.064945426,98,98.625,4.027998819,,,,
345,5.276365318,87,93.6875,5.376356485,,,,
346,5.967075784,95,94.1875,0.961686216,,,,
347,5.314263692,98,98.0625,0.427345728,,,,
348,6.079291397,96,101.75,5.27956633,,,,
349,5.669577705,103,102.71875,5.500452844,,,,
350,6.017615867,93,102.96875,4.699449404,,,,
351,5.972493223,97,97.1875,0.494350317,,,,
352,-14.47805631,176,101.25,0.403595252,,,,
353,6.233855726,96,110.6875,4.058849372,,,,
354,6.370136992,90,102.46875,5.533213844,,,,
355,5.992552547,91,94.34375,3.818240106,,,,
356,6.744319471,121,98.71875,0.792484668,,,,
357,6.192017442,97,106.15625,8.059312419,,,,
358,5.455378791,89,101.03125,4.691560095,,,,
359,5.207754343,88,93.625,4.864544039,,,,
360,6.006177865,95,93.59375,0.61550967,,,,
361,6.595594142,107,95.25,0.694109947,,,,
362,5.810623325,99,103.5625,6.646473801,,,,
363,6.305012853,99,104.0625,3.175050351,,,,
364,5.884867035,94,106.46875,4.083399462,,,,
365,5.907929147,97,102.875,4.54117923,,,,
366,5.821885666,96,103.25,5.149961792,,,,
367,5.631641863,91,148.3125,7.998479726,,,,
368,5.533819595,91,145.4375,8.425208321,,,,
369,6.142966565,96,93.96875,3.536016541,,,,
370,5.805319677,97,92.84375,0.730630457,,,,
371,5.488950278,92,97.21875,5.348698779,,,,
372,5.939994645,98,96.78125,0.545910218,,,,
373,6.004698475,94,145.03125,11.84125054,,,,
374,5.958711775,99,98.34375,0.763153214,,,,
375,5.458632969,91,101.3125,4.561967913,,,,
376,5.822308923,99,140.6875,10.52806122,,,,
377,6.452672541,109,139.09375,9.150345105,,,,
378,6.226492293,97,97.25,4.261782341,,,,
379,6.364527408,98,142.34375,11.61832959,,,,
380,6.058376408,104,90.78125,0.659057799,,,,
381,5.732332782,95,102.09375,5.031718452,,,,
382,6.201707903,103,144.9375,7.420351428,,,,
383,5.753151048,93,102,3.840581131,,,,
384,5.736264983,91,96.625,0.970738689,,,,
385,5.708974125,99,92.71875,0.624889596,,,,
386,5.602415127,94,93.875,2.185877117,,,,
387,5.142921245,94,102,3.675512178,,,,
388,6.118278162,101,91.5625,0.524751269,,,,
389,6.160161405,100,98.78125,3.319253246,,,,
390,5.605056971,94,99,2.031059025,,,,
391,5.691972822,99,92.0625,0.419246575,,,,
392,5.755509328,94,97.5625,5.711838749,,,,
393,5.185050793,85,93.5,3.301032935,,,,
394,5.389128832,87,141.5625,6.569498581,,,,
395,5.479607793,91,90.21875,0.526656771,,,,
396,5.619324686,90,95.5625,0.668395475,,,,
397,5.730856644,92,148.4375,9.252958028,,,,
398,6.066678627,94,147.78125,8.870188082,,,,
399,6.853937902,121,101.90625,0.391608979,,,,
400,6.342245557,97,149.125,6.181450395,,,,
401,6.070750364,93,194.71875,16.42658242,,,,
402,6.234305091,97,100.875,0.656569814,,,,
403,5.986356519,94,106.09375,6.620683826,,,,
404,5.984216954,97,96.75,0.470598093,,,,
405,6.01007165,90,100.75,3.102335592,,,,
406,6.0678363,93,144.84375,4.848933086,,,,
407,6.164042895,96,97.0625,0.74622467,,,,
408,6.253323305,92,107,4.69362099,,,,
409,6.364030322,95,102.09375,0.949817563,,,,
410,6.529358538,107,98.25,0.567964912,,,,
411,5.984161806,99,104.46875,3.917377925,,,,
412,6.115485714,94,150.96875,8.812213648,,,,
413,5.922142756,99,106.21875,1.048332232,,,,
414,6.266867403,99,103.09375,0.715824787,,,,
415,6.069427605,99,105.90625,6.681088626,,,,
416,5.771434804,93,98.625,5.665518131,,,,
417,6.296723948,98,97.40625,0.597264579,,,,
418,6.223901218,93,98.96875,0.564194003,,,,
419,5.792295926,93,102.1875,6.453650327,,,,
420,5.867719414,93,90.28125,0.499934054,,,,
421,6.119931956,97,98.625,1.61878801,,,,
422,6.126598294,100,97.53125,0.436225444,,,,
423,5.757817186,94,100.53125,3.133218289,,,,
424,6.510584045,110,98.5,0.657839194,,,,
425,6.121391219,96,107.5,6.110035752,,,,
426,6.16341705,97,102.875,4.93473987,,,,
427,5.61222687,91,95.5625,4.719605661,,,,
428,6.213130159,105,92.65625,0.475593139,,,,
429,5.778702673,94,96.9375,4.525418568,,,,
430,5.760656116,93,95.5625,3.398817584,,,,
431,6.136797369,95,96.125,0.732396779,,,,
432,6.585811595,114,94.9375,0.855270229,,,,
433,6.763857216,107,99.28125,5.730869894,,,,
434,5.735238358,87,97.1875,3.459484505,,,,
435,5.768968442,90,91.59375,3.921222862,,,,
436,6.817445869,108,92.65625,0.931708759,,,,
437,5.858142409,91,101.78125,6.395279487,,,,
438,6.608385615,100,101.5,0.964536071,,,,
439,6.644907556,97,97.3125,3.226736767,,,,
440,6.000671404,88,97.9375,3.988111498,,,,
441,6.039058663,87,91.53125,0.593696494,,,,
442,6.202455476,94,94.84375,4.202864027,,,,
443,5.825751445,87,141.28125,8.621065485,,,,
444,6.024447597,98,88.71875,0.576341039,,,,
445,6.02034449,100,100.5625,0.76708237,,,,
446,6.304596924,102,97.9375,0.609716469,,,,
447,5.752465422,94,102.40625,3.576900499,,,,
448,5.791354486,94,100.875,5.679243567,,,,
449,5.47851587,82,105.53125,3.880621586,,,,
450,6.153647433,91,89.78125,3.577523085,,,,
451,5.958660365,89,88.8125,4.733633432,,,,
452,5.880793649,93,89.21875,0.579923352,,,,
453,5.792046845,89,100.46875,6.02198531,,,,
454,5.878319551,93,95.96875,0.643003649,,,,
455,5.492794517,89,98.59375,6.742963912,,,,
456,5.794410457,89,92.96875,0.789642703,,,,
457,5.900094653,94,94.875,3.153220625,,,,
458,6.019598264,96,99.71875,0.850465231,,,,
459,6.387900918,107,99.65625,0.462084681,,,,
460,6.247023116,98,103.40625,4.025601339,,,,
461,6.089227702,96,104.5625,1.868192893,,,,
462,5.81588783,87,96.75,3.730198773,,,,
463,6.09096379,90,101.4375,0.908055862,,,,
464,6.15842477,96,102.6875,5.83127986,,,,
465,5.904019239,90,98.5625,4.89252796,,,,
466,5.894348356,96,97.90625,0.519256892,,,,
467,6.050893116,88,148.46875,9.251019742,,,,
468,5.828772034,90,101.59375,8.03355936,,,,
469,6.259754126,92,88.46875,0.636339116,,,,
470,6.098081663,89,92.28125,0.607093487,,,,
471,6.100839016,92,140.75,9.788135337,,,,
472,5.962303971,92,94.375,0.729782642,,,,
473,6.044676728,90,97.4375,0.555286616,,,,
474,6.053274471,93,98.46875,3.826037458,,,,
475,5.98250961,94,99.5,0.807125689,,,,
476,6.113804766,89,100.5625,3.765852494,,,,
477,5.843871037,87,98.65625,3.93933568,,,,
478,6.007237871,91,94.71875,0.540310397,,,,
479,5.843149573,91,100.25,6.288106082,,,,
480,5.945650682,89,94.125,5.074697537,,,,
481,6.182503706,99,99.5625,0.935662342,,,,
482,6.470022595,98,105.46875,0.961549592,,,,
483,5.948321309,92,104.5,6.066078903,,,,
484,6.144499667,91,101.3125,4.397498621,,,,
485,5.834511752,91,94.375,0.542513808,,,,
486,6.034596967,94,102.875,2.124442474,,,,
487,5.604266694,86,95.25,5.774831815,,,,
488,5.759182201,91,90.6875,0.494649693,,,,
489,5.746634668,83,96.375,5.39169341,,,,
490,5.54332931,84,96.4375,2.317670667,,,,
491,5.2816999,81,141.9375,9.876648585,,,,
492,5.8459595,85,94.71875,0.50797876,,,,
493,5.299117538,83,92.8125,4.186661483,,,,
494,5.652808557,84,88.4375,0.557577525,,,,
495,5.856796789,93,91.90625,0.452248772,,,,
496,5.882016188,94,98.28125,5.045221448,,,,
497,6.179385182,100,97.0625,0.603665666,,,,
498,6.071362559,95,106.65625,0.881142713,,,,
499,6.320646566,94,97.09375,0.482651791,,,,
500,6.099672241,93,102.03125,3.994162946,,,,
501,6.073917377,96,101.5625,6.655061087,,,,
502,6.24165795,98,99.375,1.066985676,,,,
503,6.163097236,98,99.46875,4.969290244,,,,
504,5.863991862,95,105.78125,0.373645182,,,,
505,6.351710447,95,149.65625,13.17251516,,,,
506,6.040166884,99,98.5625,0.572253931,,,,
507,6.158374913,100,96.8125,0.585209442,,,,
508,5.910925567,100,101,4.681020204,,,,
509,6.296448307,99,102.53125,0.443139051,,,,
510,6.261971892,100,109.25,0.420170265,,,,
511,6.087599238,98,149.53125,12.27298475,,,,
512,6.039935562,101,102.96875,4.442690553,,,,
513,5.929875939,103,147.5,13.85300517,,,,
514,6.148584442,104,101.25,0.480262007,,,,
515,6.115863214,101,108.59375,0.411631185,,,,
516,6.055218806,97,153.09375,14.42510331,,,,
517,6.100171142,103,98.1875,0.434804191,,,,
518,5.75169704,101,106.4375,3.905310051,,,,
519,6.045517939,105,102.71875,0.518365176,,,,
520,6.202853054,107,201.03125,18.33375242,,,,
521,5.932665899,103,105.28125,3.74306152,,,,
522,5.833157736,97,113.4375,0.370993855,,,,
523,6.368549817,104,104.59375,0.519101843,,,,
524,5.874854669,96,103.09375,0.415617646,,,,
525,6.200506521,101,103.25,0.5774916,,,,
526,6.201004737,106,109.5625,0.464696978,,,,
527,6.014349525,100,153.75,12.5005385,,,,
528,6.09685006,102,104.25,0.418512451,,,,
529,6.193282381,104,105,0.363350031,,,,
530,6.020721986,96,105.1875,3.774881858,,,,
531,5.991475262,105,149.71875,10.44194447,,,,
532,5.796345829,103,105.4375,0.650023419,,,,
533,5.694857238,101,102.8125,3.492281563,,,,
534,5.885948907,106,104.65625,0.383190417,,,,
535,6.267295023,100,148.8125,11.92372952,,,,
536,6.251287198,99,104.28125,0.642773656,,,,
537,5.980334241,102,154.4375,11.65933449,,,,
538,6.28673104,94,103.21875,0.358283252,,,,
539,6.009424377,90,100.5625,5.637676172,,,,
540,6.235253497,97,94.875,0.390199883,,,,
541,5.98590353,97,149.3125,11.70415091,,,,
542,6.155971556,94,98.21875,0.52714183,,,,
543,5.951386214,101,100.3125,3.347043476,,,,
544,6.089597088,97,100.21875,0.498810401,,,,
545,6.229522567,104,104,3.4276803,,,,
546,6.134433182,109,101.4375,0.513440571,,,,
547,6.204308865,103,108.0625,4.435440368,,,,
548,6.053335856,100,148.8125,8.746264928,,,,
549,6.336852422,102,102.34375,0.42520636,,,,
550,6.142535876,96,145.875,7.165469129,,,,
551,5.968987499,90,100.40625,3.719456165,,,,
552,6.203411149,99,96.21875,0.430098846,,,,
553,6.02665912,96,99.78125,0.470413985,,,,
554,5.942706912,93,103.03125,4.376711072,,,,
555,6.00094387,97,97.59375,4.118501538,,,,
556,5.954951361,100,95.59375,0.470642924,,,,
557,6.064941969,102,105.46875,0.673211496,,,,
558,6.054132142,102,104.09375,2.218036656,,,,
559,6.036996058,100,104.96875,4.015616476,,,,
560,6.131385198,100,103.1875,0.523161163,,,,
561,6.042966514,100,101.375,0.51134693,,,,
562,6.195762555,97,151.875,12.65584607,,,,
